,iso2,year,cases,sex,age
14076,AO,2003,361.0,m,65+
14077,AO,2004,321.0,m,65+
14078,AO,2005,461.0,m,65+
14079,AO,2006,428.0,m,65+
14080,AO,2007,465.0,m,65+
14081,AO,2008,420.0,m,65+
14082,AR,1996,286.0,m,65+
14083,AR,1997,393.0,m,65+
14084,AR,1998,370.0,m,65+
14085,AR,1999,380.0,m,65+
14086,AR,2000,330.0,m,65+
14087,AR,2001,436.0,m,65+
14088,AR,2002,399.0,m,65+
14089,AR,2003,405.0,m,65+
14090,AR,2004,345.0,m,65+
14091,AR,2005,348.0,m,65+
14092,AR,2006,321.0,m,65+
14093,AR,2007,324.0,m,65+
14094,AR,2008,295.0,m,65+
14095,AS,1997,1.0,m,65+
14096,AT,1995,73.0,m,65+
14097,AT,1997,185.0,m,65+
14098,AT,1999,49.0,m,65+
14099,AT,2000,41.0,m,65+
14100,AT,2001,27.0,m,65+
14101,AT,2002,25.0,m,65+
14102,AT,2003,28.0,m,65+
14103,AT,2004,21.0,m,65+
14104,AT,2005,30.0,m,65+
14105,AT,2006,19.0,m,65+
14106,AT,2007,25.0,m,65+
14107,AU,1997,28.0,m,65+
14108,AU,1998,31.0,m,65+
14109,AU,1999,49.0,m,65+
14110,AU,2000,49.0,m,65+
14111,AU,2001,35.0,m,65+
14112,AU,2002,34.0,m,65+
14113,AU,2003,30.0,m,65+
14114,AU,2004,32.0,m,65+
14115,AU,2005,30.0,m,65+
14116,AU,2006,43.0,m,65+
14117,AU,2007,37.0,m,65+
14118,AU,2008,42.0,m,65+
14119,AZ,1995,1.0,m,65+
14120,AZ,1996,16.0,m,65+
14121,AZ,1997,3.0,m,65+
14122,AZ,1998,2.0,m,65+
14123,AZ,1999,0.0,m,65+
14124,AZ,2000,0.0,m,65+
14125,AZ,2002,16.0,m,65+
14126,AZ,2003,20.0,m,65+
14127,AZ,2004,83.0,m,65+
14128,AZ,2005,88.0,m,65+
14129,AZ,2006,30.0,m,65+
14130,BA,1995,100.0,m,65+
14131,BA,1996,39.0,m,65+
14132,BA,1997,74.0,m,65+
14133,BA,1998,75.0,m,65+
14134,BA,1999,68.0,m,65+
14135,BA,2000,77.0,m,65+
14136,BA,2001,99.0,m,65+
14137,BA,2002,63.0,m,65+
14138,BA,2003,50.0,m,65+
14139,BA,2004,115.0,m,65+
14140,BA,2005,80.0,m,65+
14141,BA,2006,66.0,m,65+
14142,BA,2007,0.0,m,65+
14143,BA,2008,79.0,m,65+
14144,BB,2000,0.0,m,65+
14145,BB,2001,1.0,m,65+
14146,BB,2007,0.0,m,65+
14147,BB,2008,0.0,m,65+
14148,BD,1995,424.0,m,65+
14149,BD,1996,472.0,m,65+
14150,BD,1997,2003.0,m,65+
14151,BD,1998,2569.0,m,65+
14152,BD,1999,2701.0,m,65+
14153,BD,2000,2837.0,m,65+
14154,BD,2001,3039.0,m,65+
14155,BD,2002,3682.0,m,65+
14156,BD,2003,4142.0,m,65+
14157,BD,2004,5144.0,m,65+
14158,BD,2005,7453.0,m,65+
14159,BD,2006,9513.0,m,65+
14160,BD,2007,9830.0,m,65+
14161,BD,2008,10386.0,m,65+
14162,BE,1995,102.0,m,65+
14163,BE,1996,59.0,m,65+
14164,BE,1997,115.0,m,65+
14165,BE,1998,78.0,m,65+
14166,BE,1999,83.0,m,65+
14167,BE,2000,56.0,m,65+
14168,BE,2001,54.0,m,65+
14169,BE,2002,58.0,m,65+
14170,BE,2003,35.0,m,65+
14171,BE,2004,48.0,m,65+
14172,BE,2005,47.0,m,65+
14173,BE,2006,42.0,m,65+
14174,BE,2007,43.0,m,65+
14175,BE,2008,41.0,m,65+
14176,BF,1995,29.0,m,65+
14177,BF,1996,36.0,m,65+
14178,BF,1997,36.0,m,65+
14179,BF,1998,65.0,m,65+
14180,BF,1999,56.0,m,65+
14181,BF,2000,65.0,m,65+
14182,BF,2001,70.0,m,65+
14183,BF,2002,83.0,m,65+
14184,BF,2003,80.0,m,65+
14185,BF,2004,102.0,m,65+
14186,BF,2005,113.0,m,65+
14187,BF,2006,140.0,m,65+
14188,BF,2007,145.0,m,65+
14189,BF,2008,146.0,m,65+
14190,BG,2000,10.0,m,65+
14191,BG,2001,13.0,m,65+
14192,BG,2002,56.0,m,65+
14193,BG,2003,89.0,m,65+
14194,BG,2004,111.0,m,65+
14195,BG,2005,136.0,m,65+
14196,BG,2006,123.0,m,65+
14197,BG,2007,90.0,m,65+
14198,BG,2008,68.0,m,65+
14199,BH,1995,3.0,m,65+
14200,BH,1996,6.0,m,65+
14201,BH,1997,10.0,m,65+
14202,BH,1998,22.0,m,65+
14203,BH,1999,3.0,m,65+
14204,BH,2000,4.0,m,65+
14205,BH,2001,6.0,m,65+
14206,BH,2002,5.0,m,65+
14207,BH,2003,4.0,m,65+
14208,BH,2004,1.0,m,65+
14209,BH,2005,4.0,m,65+
14210,BH,2006,1.0,m,65+
14211,BH,2007,3.0,m,65+
14212,BH,2008,3.0,m,65+
14213,BI,1995,19.0,m,65+
14214,BI,1996,17.0,m,65+
14215,BI,1997,32.0,m,65+
14216,BI,1998,33.0,m,65+
14217,BI,1999,57.0,m,65+
14218,BI,2001,39.0,m,65+
14219,BI,2002,52.0,m,65+
14220,BI,2003,35.0,m,65+
14221,BI,2004,48.0,m,65+
14222,BI,2005,55.0,m,65+
14223,BI,2006,64.0,m,65+
14224,BI,2007,88.0,m,65+
14225,BI,2008,80.0,m,65+
14226,BJ,1995,92.0,m,65+
14227,BJ,1996,77.0,m,65+
14228,BJ,1997,107.0,m,65+
14229,BJ,1998,71.0,m,65+
14230,BJ,1999,85.0,m,65+
14231,BJ,2000,74.0,m,65+
14232,BJ,2002,94.0,m,65+
14233,BJ,2003,92.0,m,65+
14234,BJ,2004,82.0,m,65+
14235,BJ,2005,87.0,m,65+
14236,BJ,2006,106.0,m,65+
14237,BJ,2008,100.0,m,65+
14238,BM,2004,0.0,m,65+
14239,BN,1999,31.0,m,65+
14240,BN,2000,15.0,m,65+
14241,BN,2002,14.0,m,65+
14242,BN,2003,9.0,m,65+
14243,BN,2004,10.0,m,65+
14244,BN,2005,0.0,m,65+
14245,BN,2006,11.0,m,65+
14246,BN,2007,17.0,m,65+
14247,BN,2008,23.0,m,65+
14248,BO,1996,324.0,m,65+
14249,BO,1997,318.0,m,65+
14250,BO,1998,353.0,m,65+
14251,BO,1999,400.0,m,65+
14252,BO,2000,366.0,m,65+
14253,BO,2001,355.0,m,65+
14254,BO,2002,386.0,m,65+
14255,BO,2003,442.0,m,65+
14256,BO,2004,399.0,m,65+
14257,BO,2005,415.0,m,65+
14258,BO,2006,398.0,m,65+
14259,BO,2007,354.0,m,65+
14260,BO,2008,429.0,m,65+
14261,BR,1999,2121.0,m,65+
14262,BR,2000,4494.0,m,65+
14263,BR,2001,1694.0,m,65+
14264,BR,2002,2080.0,m,65+
14265,BR,2003,2057.0,m,65+
14266,BR,2004,2169.0,m,65+
14267,BR,2005,2140.0,m,65+
14268,BR,2006,2221.0,m,65+
14269,BR,2007,2075.0,m,65+
14270,BR,2008,1905.0,m,65+
14271,BS,1995,2.0,m,65+
14272,BS,1996,0.0,m,65+
14273,BS,1997,2.0,m,65+
14274,BS,1998,0.0,m,65+
14275,BS,1999,0.0,m,65+
14276,BS,2000,2.0,m,65+
14277,BS,2002,2.0,m,65+
14278,BS,2003,3.0,m,65+
14279,BS,2004,1.0,m,65+
14280,BS,2007,0.0,m,65+
14281,BS,2008,0.0,m,65+
14282,BT,1995,11.0,m,65+
14283,BT,1996,8.0,m,65+
14284,BT,1997,8.0,m,65+
14285,BT,1998,9.0,m,65+
14286,BT,1999,14.0,m,65+
14287,BT,2000,2.0,m,65+
14288,BT,2001,16.0,m,65+
14289,BT,2002,19.0,m,65+
14290,BT,2003,13.0,m,65+
14291,BT,2004,23.0,m,65+
14292,BT,2005,12.0,m,65+
14293,BT,2006,11.0,m,65+
14294,BT,2007,13.0,m,65+
14295,BT,2008,14.0,m,65+
14296,BW,1997,95.0,m,65+
14297,BW,1999,93.0,m,65+
14298,BW,2000,96.0,m,65+
14299,BW,2001,73.0,m,65+
14300,BW,2002,84.0,m,65+
14301,BW,2003,78.0,m,65+
14302,BW,2004,96.0,m,65+
14303,BW,2005,97.0,m,65+
14304,BW,2006,104.0,m,65+
14305,BW,2007,82.0,m,65+
14306,BW,2008,85.0,m,65+
14307,BY,2002,51.0,m,65+
14308,BY,2003,60.0,m,65+
14309,BZ,1995,1.0,m,65+
14310,BZ,1996,2.0,m,65+
14311,BZ,1997,6.0,m,65+
14312,BZ,2000,5.0,m,65+
14313,BZ,2001,11.0,m,65+
14314,BZ,2002,4.0,m,65+
14315,BZ,2003,8.0,m,65+
14316,BZ,2004,2.0,m,65+
14317,BZ,2005,3.0,m,65+
14318,BZ,2006,3.0,m,65+
14319,BZ,2007,3.0,m,65+
14320,BZ,2008,8.0,m,65+
14321,CA,1980,186.0,m,65+
14322,CA,1981,141.0,m,65+
14323,CA,1982,150.0,m,65+
14324,CA,1983,123.0,m,65+
14325,CA,1984,169.0,m,65+
14326,CA,1985,168.0,m,65+
14327,CA,1986,147.0,m,65+
14328,CA,1987,129.0,m,65+
14329,CA,1988,131.0,m,65+
14330,CA,1989,122.0,m,65+
14331,CA,1990,100.0,m,65+
14332,CA,1991,110.0,m,65+
14333,CA,1992,79.0,m,65+
14334,CA,1993,74.0,m,65+
14335,CA,1994,87.0,m,65+
14336,CA,1995,70.0,m,65+
14337,CA,1996,70.0,m,65+
14338,CA,1997,90.0,m,65+
14339,CA,1998,80.0,m,65+
14340,CA,1999,94.0,m,65+
14341,CA,2000,79.0,m,65+
14342,CA,2001,76.0,m,65+
14343,CA,2002,64.0,m,65+
14344,CA,2003,42.0,m,65+
14345,CA,2004,64.0,m,65+
14346,CA,2005,68.0,m,65+
14347,CA,2006,64.0,m,65+
14348,CA,2007,75.0,m,65+
14349,CA,2008,62.0,m,65+
14350,CD,1995,289.0,m,65+
14351,CD,1996,285.0,m,65+
14352,CD,1997,276.0,m,65+
14353,CD,1998,518.0,m,65+
14354,CD,1999,626.0,m,65+
14355,CD,2000,602.0,m,65+
14356,CD,2001,724.0,m,65+
14357,CD,2002,791.0,m,65+
14358,CD,2003,1047.0,m,65+
14359,CD,2004,1229.0,m,65+
14360,CD,2005,1499.0,m,65+
14361,CD,2006,1504.0,m,65+
14362,CD,2007,1752.0,m,65+
14363,CD,2008,1686.0,m,65+
14364,CF,1995,18.0,m,65+
14365,CF,1996,15.0,m,65+
14366,CF,1997,26.0,m,65+
14367,CF,1998,46.0,m,65+
14368,CF,1999,65.0,m,65+
14369,CF,2001,16.0,m,65+
14370,CF,2002,22.0,m,65+
14371,CF,2004,14.0,m,65+
14372,CF,2005,15.0,m,65+
14373,CF,2006,30.0,m,65+
14374,CF,2008,81.0,m,65+
14375,CG,1995,15.0,m,65+
14376,CG,1999,27.0,m,65+
14377,CG,2001,65.0,m,65+
14378,CG,2004,32.0,m,65+
14379,CG,2006,51.0,m,65+
14380,CG,2007,63.0,m,65+
14381,CG,2008,49.0,m,65+
14382,CH,1995,27.0,m,65+
14383,CH,1996,22.0,m,65+
14384,CH,1997,25.0,m,65+
14385,CH,1998,23.0,m,65+
14386,CH,1999,5.0,m,65+
14387,CH,2000,8.0,m,65+
14388,CH,2001,7.0,m,65+
14389,CH,2002,8.0,m,65+
14390,CH,2003,11.0,m,65+
14391,CH,2004,11.0,m,65+
14392,CH,2005,7.0,m,65+
14393,CH,2006,12.0,m,65+
14394,CH,2007,11.0,m,65+
14395,CH,2008,4.0,m,65+
14396,CI,1995,130.0,m,65+
14397,CI,1996,178.0,m,65+
14398,CI,1997,260.0,m,65+
14399,CI,1998,273.0,m,65+
14400,CI,1999,251.0,m,65+
14401,CI,2001,302.0,m,65+
14402,CI,2002,307.0,m,65+
14403,CI,2003,366.0,m,65+
14404,CI,2004,387.0,m,65+
14405,CI,2005,385.0,m,65+
14406,CI,2006,368.0,m,65+
14407,CI,2007,429.0,m,65+
14408,CI,2008,482.0,m,65+
14409,CK,1980,0.0,m,65+
14410,CK,1981,0.0,m,65+
14411,CK,1982,1.0,m,65+
14412,CK,1983,1.0,m,65+
14413,CK,1984,1.0,m,65+
14414,CK,1985,0.0,m,65+
14415,CK,1986,0.0,m,65+
14416,CK,1987,0.0,m,65+
14417,CK,1989,1.0,m,65+
14418,CK,1991,0.0,m,65+
14419,CK,1992,0.0,m,65+
14420,CK,1993,0.0,m,65+
14421,CK,1994,1.0,m,65+
14422,CK,1995,0.0,m,65+
14423,CK,1996,0.0,m,65+
14424,CK,1997,0.0,m,65+
14425,CK,1998,0.0,m,65+
14426,CK,2000,0.0,m,65+
14427,CK,2001,1.0,m,65+
14428,CK,2002,0.0,m,65+
14429,CK,2003,0.0,m,65+
14430,CK,2004,1.0,m,65+
14431,CK,2005,0.0,m,65+
14432,CK,2006,0.0,m,65+
14433,CL,1995,163.0,m,65+
14434,CL,1996,139.0,m,65+
14435,CL,1997,163.0,m,65+
14436,CL,1999,132.0,m,65+
14437,CL,2000,126.0,m,65+
14438,CL,2001,138.0,m,65+
14439,CL,2002,160.0,m,65+
14440,CL,2003,136.0,m,65+
14441,CL,2004,168.0,m,65+
14442,CL,2005,133.0,m,65+
14443,CL,2006,199.0,m,65+
14444,CL,2007,121.0,m,65+
14445,CL,2008,118.0,m,65+
14446,CM,1995,164.0,m,65+
14447,CM,1996,17.0,m,65+
14448,CM,1997,24.0,m,65+
14449,CM,1998,35.0,m,65+
14450,CM,1999,59.0,m,65+
14451,CM,2000,75.0,m,65+
14452,CM,2001,86.0,m,65+
14453,CM,2002,125.0,m,65+
14454,CM,2003,160.0,m,65+
14455,CM,2004,259.0,m,65+
14456,CM,2005,289.0,m,65+
14457,CM,2006,300.0,m,65+
14458,CM,2007,307.0,m,65+
14459,CM,2008,281.0,m,65+
14460,CN,1995,10130.0,m,65+
14461,CN,1996,13697.0,m,65+
14462,CN,1997,17041.0,m,65+
14463,CN,1998,20501.0,m,65+
14464,CN,1999,21367.0,m,65+
14465,CN,2000,21771.0,m,65+
14466,CN,2001,22799.0,m,65+
14467,CN,2002,22562.0,m,65+
14468,CN,2003,32027.0,m,65+
14469,CN,2004,50797.0,m,65+
14470,CN,2005,69779.0,m,65+
14471,CN,2006,68557.0,m,65+
14472,CN,2007,70376.0,m,65+
14473,CN,2008,69678.0,m,65+
14474,CO,2000,746.0,m,65+
14475,CO,2001,653.0,m,65+
14476,CO,2002,662.0,m,65+
14477,CO,2003,761.0,m,65+
14478,CO,2004,737.0,m,65+
14479,CO,2005,695.0,m,65+
14480,CO,2006,766.0,m,65+
14481,CO,2007,786.0,m,65+
14482,CO,2008,797.0,m,65+
14483,CR,1995,22.0,m,65+
14484,CR,1996,15.0,m,65+
14485,CR,1997,45.0,m,65+
14486,CR,1998,36.0,m,65+
14487,CR,1999,73.0,m,65+
14488,CR,2000,49.0,m,65+
14489,CR,2001,36.0,m,65+
14490,CR,2002,38.0,m,65+
14491,CR,2003,33.0,m,65+
14492,CR,2004,43.0,m,65+
14493,CR,2005,34.0,m,65+
14494,CR,2006,24.0,m,65+
14495,CR,2007,31.0,m,65+
14496,CR,2008,29.0,m,65+
14497,CU,1995,156.0,m,65+
14498,CU,1996,138.0,m,65+
14499,CU,1997,116.0,m,65+
14500,CU,1998,102.0,m,65+
14501,CU,1999,100.0,m,65+
14502,CU,2000,75.0,m,65+
14503,CU,2001,67.0,m,65+
14504,CU,2002,77.0,m,65+
14505,CU,2003,78.0,m,65+
14506,CU,2004,50.0,m,65+
14507,CU,2005,51.0,m,65+
14508,CU,2008,53.0,m,65+
14509,CV,1997,10.0,m,65+
14510,CV,1998,9.0,m,65+
14511,CV,2001,1.0,m,65+
14512,CV,2002,2.0,m,65+
14513,CV,2003,8.0,m,65+
14514,CV,2004,7.0,m,65+
14515,CV,2005,8.0,m,65+
14516,CV,2006,4.0,m,65+
14517,CV,2007,6.0,m,65+
14518,CV,2008,6.0,m,65+
14519,CY,1995,2.0,m,65+
14520,CY,1996,0.0,m,65+
14521,CY,1998,1.0,m,65+
14522,CY,1999,0.0,m,65+
14523,CY,2002,2.0,m,65+
14524,CY,2003,1.0,m,65+
14525,CY,2004,1.0,m,65+
14526,CY,2005,1.0,m,65+
14527,CY,2006,0.0,m,65+
14528,CY,2007,0.0,m,65+
14529,CY,2008,0.0,m,65+
14530,CZ,1995,90.0,m,65+
14531,CZ,1996,90.0,m,65+
14532,CZ,1997,83.0,m,65+
14533,CZ,1998,95.0,m,65+
14534,CZ,1999,75.0,m,65+
14535,CZ,2000,59.0,m,65+
14536,CZ,2001,50.0,m,65+
14537,CZ,2002,40.0,m,65+
14538,CZ,2003,50.0,m,65+
14539,CZ,2004,35.0,m,65+
14540,CZ,2005,46.0,m,65+
14541,CZ,2006,25.0,m,65+
14542,CZ,2007,29.0,m,65+
14543,CZ,2008,32.0,m,65+
14544,DE,1995,625.0,m,65+
14545,DE,1996,607.0,m,65+
14546,DE,1997,509.0,m,65+
14547,DE,1998,538.0,m,65+
14548,DE,1999,449.0,m,65+
14549,DE,2001,119.0,m,65+
14550,DE,2002,101.0,m,65+
14551,DE,2003,155.0,m,65+
14552,DE,2004,198.0,m,65+
14553,DE,2005,167.0,m,65+
14554,DE,2006,199.0,m,65+
14555,DE,2007,362.0,m,65+
14556,DE,2008,148.0,m,65+
14557,DJ,1996,27.0,m,65+
14558,DJ,1997,23.0,m,65+
14559,DJ,1998,23.0,m,65+
14560,DJ,1999,22.0,m,65+
14561,DJ,2000,42.0,m,65+
14562,DJ,2001,23.0,m,65+
14563,DJ,2002,25.0,m,65+
14564,DJ,2003,24.0,m,65+
14565,DJ,2004,28.0,m,65+
14566,DJ,2005,29.0,m,65+
14567,DJ,2006,20.0,m,65+
14568,DJ,2007,23.0,m,65+
14569,DJ,2008,46.0,m,65+
14570,DK,1995,11.0,m,65+
14571,DK,1996,6.0,m,65+
14572,DK,1997,6.0,m,65+
14573,DK,1998,9.0,m,65+
14574,DK,1999,9.0,m,65+
14575,DK,2000,14.0,m,65+
14576,DK,2001,9.0,m,65+
14577,DK,2002,9.0,m,65+
14578,DK,2003,9.0,m,65+
14579,DK,2004,12.0,m,65+
14580,DK,2005,7.0,m,65+
14581,DK,2006,8.0,m,65+
14582,DK,2007,6.0,m,65+
14583,DK,2008,8.0,m,65+
14584,DM,1996,0.0,m,65+
14585,DM,1997,1.0,m,65+
14586,DM,1998,0.0,m,65+
14587,DM,2006,1.0,m,65+
14588,DM,2007,0.0,m,65+
14589,DM,2008,0.0,m,65+
14590,DO,1996,42.0,m,65+
14591,DO,1997,81.0,m,65+
14592,DO,1998,50.0,m,65+
14593,DO,1999,183.0,m,65+
14594,DO,2000,113.0,m,65+
14595,DO,2002,71.0,m,65+
14596,DO,2003,112.0,m,65+
14597,DO,2004,104.0,m,65+
14598,DO,2005,105.0,m,65+
14599,DO,2006,92.0,m,65+
14600,DO,2007,85.0,m,65+
14601,DO,2008,105.0,m,65+
14602,DZ,1997,396.0,m,65+
14603,DZ,1999,315.0,m,65+
14604,DZ,2000,299.0,m,65+
14605,DZ,2001,390.0,m,65+
14606,DZ,2002,280.0,m,65+
14607,DZ,2003,328.0,m,65+
14608,DZ,2004,373.0,m,65+
14609,DZ,2005,426.0,m,65+
14610,DZ,2006,360.0,m,65+
14611,DZ,2007,407.0,m,65+
14612,DZ,2008,463.0,m,65+
14613,EC,2001,116.0,m,65+
14614,EC,2003,96.0,m,65+
14615,EC,2004,153.0,m,65+
14616,EC,2005,159.0,m,65+
14617,EC,2006,183.0,m,65+
14618,EC,2007,227.0,m,65+
14619,EC,2008,202.0,m,65+
14620,EE,1996,19.0,m,65+
14621,EE,1997,17.0,m,65+
14622,EE,1998,22.0,m,65+
14623,EE,1999,17.0,m,65+
14624,EE,2000,15.0,m,65+
14625,EE,2001,14.0,m,65+
14626,EE,2002,7.0,m,65+
14627,EE,2003,18.0,m,65+
14628,EE,2004,11.0,m,65+
14629,EE,2005,7.0,m,65+
14630,EE,2006,7.0,m,65+
14631,EE,2007,12.0,m,65+
14632,EE,2008,13.0,m,65+
14633,EG,1995,160.0,m,65+
14634,EG,1996,154.0,m,65+
14635,EG,1997,142.0,m,65+
14636,EG,1998,174.0,m,65+
14637,EG,1999,170.0,m,65+
14638,EG,2000,158.0,m,65+
14639,EG,2001,159.0,m,65+
14640,EG,2002,171.0,m,65+
14641,EG,2003,195.0,m,65+
14642,EG,2004,204.0,m,65+
14643,EG,2005,123.0,m,65+
14644,EG,2006,136.0,m,65+
14645,EG,2007,214.0,m,65+
14646,EG,2008,242.0,m,65+
14647,ER,1997,4.0,m,65+
14648,ER,1998,10.0,m,65+
14649,ER,1999,17.0,m,65+
14650,ER,2000,20.0,m,65+
14651,ER,2001,21.0,m,65+
14652,ER,2002,23.0,m,65+
14653,ER,2003,36.0,m,65+
14654,ER,2004,29.0,m,65+
14655,ER,2005,39.0,m,65+
14656,ER,2006,36.0,m,65+
14657,ER,2007,44.0,m,65+
14658,ES,1995,228.0,m,65+
14659,ES,1998,205.0,m,65+
14660,ES,2001,232.0,m,65+
14661,ES,2002,337.0,m,65+
14662,ES,2003,222.0,m,65+
14663,ES,2004,227.0,m,65+
14664,ES,2005,230.0,m,65+
14665,ES,2006,175.0,m,65+
14666,ES,2007,191.0,m,65+
14667,ES,2008,200.0,m,65+
14668,ET,1995,51.0,m,65+
14669,ET,1996,71.0,m,65+
14670,ET,1997,193.0,m,65+
14671,ET,1998,171.0,m,65+
14672,ET,1999,230.0,m,65+
14673,ET,2000,397.0,m,65+
14674,ET,2001,354.0,m,65+
14675,ET,2002,372.0,m,65+
14676,ET,2003,483.0,m,65+
14677,ET,2004,456.0,m,65+
14678,ET,2005,475.0,m,65+
14679,ET,2006,521.0,m,65+
14680,ET,2007,559.0,m,65+
14681,ET,2008,685.0,m,65+
14682,FI,1995,61.0,m,65+
14683,FI,1996,77.0,m,65+
14684,FI,1997,53.0,m,65+
14685,FI,1998,63.0,m,65+
14686,FI,2000,53.0,m,65+
14687,FI,2001,43.0,m,65+
14688,FI,2002,36.0,m,65+
14689,FI,2003,29.0,m,65+
14690,FI,2004,33.0,m,65+
14691,FI,2005,25.0,m,65+
14692,FI,2006,20.0,m,65+
14693,FI,2007,24.0,m,65+
14694,FI,2008,35.0,m,65+
14695,FJ,1994,3.0,m,65+
14696,FJ,1995,3.0,m,65+
14697,FJ,1996,2.0,m,65+
14698,FJ,1997,2.0,m,65+
14699,FJ,1998,2.0,m,65+
14700,FJ,1999,3.0,m,65+
14701,FJ,2000,2.0,m,65+
14702,FJ,2001,2.0,m,65+
14703,FJ,2002,2.0,m,65+
14704,FJ,2003,6.0,m,65+
14705,FJ,2004,2.0,m,65+
14706,FJ,2005,6.0,m,65+
14707,FJ,2006,4.0,m,65+
14708,FJ,2007,4.0,m,65+
14709,FM,1995,0.0,m,65+
14710,FM,1996,0.0,m,65+
14711,FM,1997,0.0,m,65+
14712,FM,1998,5.0,m,65+
14713,FM,2000,1.0,m,65+
14714,FM,2001,0.0,m,65+
14715,FM,2002,0.0,m,65+
14716,FM,2003,1.0,m,65+
14717,FM,2004,1.0,m,65+
14718,FM,2006,1.0,m,65+
14719,FM,2007,0.0,m,65+
14720,FM,2008,0.0,m,65+
14721,FR,1995,496.0,m,65+
14722,FR,1996,475.0,m,65+
14723,FR,1997,343.0,m,65+
14724,FR,1999,318.0,m,65+
14725,FR,2000,244.0,m,65+
14726,FR,2001,211.0,m,65+
14727,FR,2002,180.0,m,65+
14728,FR,2003,210.0,m,65+
14729,FR,2004,216.0,m,65+
14730,FR,2005,205.0,m,65+
14731,FR,2006,278.0,m,65+
14732,FR,2007,273.0,m,65+
14733,FR,2008,175.0,m,65+
14734,GA,1995,15.0,m,65+
14735,GA,1996,2.0,m,65+
14736,GA,1998,32.0,m,65+
14737,GA,1999,32.0,m,65+
14738,GA,2001,46.0,m,65+
14739,GA,2002,40.0,m,65+
14740,GA,2003,22.0,m,65+
14741,GA,2004,50.0,m,65+
14742,GA,2005,25.0,m,65+
14743,GA,2006,23.0,m,65+
14744,GA,2008,39.0,m,65+
14745,GB,1997,107.0,m,65+
14746,GB,1998,225.0,m,65+
14747,GB,1999,126.0,m,65+
14748,GB,2000,138.0,m,65+
14749,GB,2001,117.0,m,65+
14750,GB,2002,153.0,m,65+
14751,GB,2003,92.0,m,65+
14752,GB,2004,94.0,m,65+
14753,GB,2005,124.0,m,65+
14754,GB,2006,191.0,m,65+
14755,GB,2007,202.0,m,65+
14756,GB,2008,99.0,m,65+
14757,GD,1997,0.0,m,65+
14758,GD,1999,0.0,m,65+
14759,GD,2006,0.0,m,65+
14760,GE,1995,12.0,m,65+
14761,GE,1996,16.0,m,65+
14762,GE,1997,16.0,m,65+
14763,GE,1998,19.0,m,65+
14764,GE,1999,23.0,m,65+
14765,GE,2000,28.0,m,65+
14766,GE,2001,46.0,m,65+
14767,GE,2002,42.0,m,65+
14768,GE,2003,53.0,m,65+
14769,GE,2004,66.0,m,65+
14770,GE,2005,60.0,m,65+
14771,GE,2006,72.0,m,65+
14772,GE,2007,75.0,m,65+
14773,GE,2008,347.0,m,65+
14774,GH,1995,112.0,m,65+
14775,GH,1996,157.0,m,65+
14776,GH,1997,294.0,m,65+
14777,GH,1998,487.0,m,65+
14778,GH,1999,389.0,m,65+
14779,GH,2000,426.0,m,65+
14780,GH,2001,460.0,m,65+
14781,GH,2002,429.0,m,65+
14782,GH,2003,441.0,m,65+
14783,GH,2004,413.0,m,65+
14784,GH,2005,414.0,m,65+
14785,GH,2006,443.0,m,65+
14786,GH,2007,506.0,m,65+
14787,GM,1995,24.0,m,65+
14788,GM,1996,48.0,m,65+
14789,GM,1997,37.0,m,65+
14790,GM,1998,35.0,m,65+
14791,GM,1999,39.0,m,65+
14792,GM,2002,37.0,m,65+
14793,GM,2003,31.0,m,65+
14794,GM,2004,23.0,m,65+
14795,GM,2005,44.0,m,65+
14796,GM,2006,56.0,m,65+
14797,GM,2008,34.0,m,65+
14798,GN,1995,61.0,m,65+
14799,GN,1996,104.0,m,65+
14800,GN,1997,100.0,m,65+
14801,GN,1998,117.0,m,65+
14802,GN,1999,104.0,m,65+
14803,GN,2000,103.0,m,65+
14804,GN,2001,154.0,m,65+
14805,GN,2002,149.0,m,65+
14806,GN,2003,134.0,m,65+
14807,GN,2004,135.0,m,65+
14808,GN,2005,130.0,m,65+
14809,GN,2006,162.0,m,65+
14810,GN,2007,204.0,m,65+
14811,GN,2008,198.0,m,65+
14812,GQ,1995,7.0,m,65+
14813,GQ,1997,4.0,m,65+
14814,GQ,1998,11.0,m,65+
14815,GQ,2004,15.0,m,65+
14816,GQ,2008,11.0,m,65+
14817,GR,1997,47.0,m,65+
14818,GR,1998,47.0,m,65+
14819,GR,1999,27.0,m,65+
14820,GR,2000,46.0,m,65+
14821,GR,2001,37.0,m,65+
14822,GR,2002,10.0,m,65+
14823,GR,2003,36.0,m,65+
14824,GR,2004,34.0,m,65+
14825,GR,2005,23.0,m,65+
14826,GR,2006,27.0,m,65+
14827,GR,2007,54.0,m,65+
14828,GR,2008,9.0,m,65+
14829,GT,1995,139.0,m,65+
14830,GT,1996,142.0,m,65+
14831,GT,1997,150.0,m,65+
14832,GT,1998,152.0,m,65+
14833,GT,1999,158.0,m,65+
14834,GT,2000,140.0,m,65+
14835,GT,2001,97.0,m,65+
14836,GT,2002,146.0,m,65+
14837,GT,2003,128.0,m,65+
14838,GT,2004,129.0,m,65+
14839,GT,2005,115.0,m,65+
14840,GT,2007,155.0,m,65+
14841,GT,2008,167.0,m,65+
14842,GU,2000,9.0,m,65+
14843,GU,2001,6.0,m,65+
14844,GU,2002,4.0,m,65+
